CustomerKey,PaymentStatus,InvoiceCount,TotalAmount,AvgAmount
57,Pending,2,4448.151643058055,2737.391203331085
57,Overdue,1,2789.3806994065117,2632.1983331189426
57,Unknown,2,4114.869356952089,2085.684123856062
65,Paid,36,103275.09474345027,2641.811554468556
65,Pending,2,5250.19303058671,2828.3902265455654
65,Overdue,3,3205.985593972605,3033.5736887504577
65,Unknown,2,5820.258157457892,2028.728445460908
73,Paid,36,110233.72726191366,2910.5901072761953
73,Pending,4,8550.444388612146,3058.30058554722
73,Overdue,1,2484.182331230812,3784.805079608296
73,Unknown,1,2642.9585069337872,1737.2880987120657
74,Paid,39,67356.45944012255,1425.7661184996323
74,Overdue,4,8316.484029854293,2500.508973647207
74,Unknown,1,1537.8271790721233,2118.192334921478
81,Paid,26,70990.23469391432,2493.7214257066025
81,Pending,1,2498.402713232448,2235.189967249982
81,Overdue,2,8065.53093568407,2844.7498520123067
81,Unknown,1,2810.1122469806696,3361.8404554712015
82,Paid,41,129839.49330175543,1896.5664594169684
82,Pending,3,7259.759508165316,2750.0223562546003
82,Unknown,1,3041.4270802523024,2780.804591079705
85,Paid,40,160111.56017586897,3180.3244017446573
85,Pending,2,5696.028689400075,2548.0103363003664
85,Overdue,3,8274.569456760812,2590.0307440859337
85,Unknown,3,6864.316347908843,2601.8830292360726
89,Paid,37,108062.47917853958,2917.5464703382113
89,Pending,1,2704.7482785830694,2710.2103837080504
89,Overdue,2,5665.138944938838,3254.8628224380595
89,Unknown,3,8450.846045658722,2256.692838669751
90,Paid,39,103396.70044162724,1752.3591511327957
90,Pending,2,4603.815786845932,2379.8149977554394
90,Overdue,3,7749.006564167004,2850.194294372641
90,Unknown,2,5148.033389248531,1627.8975963284627
94,Paid,41,107577.15396268677,3176.990296837985
94,Pending,2,6373.783778902405,2800.7395018806737
94,Overdue,2,5516.954042741069,2768.483727846166
94,Unknown,3,6887.21739245463,3862.6405694889104
95,Paid,30,66106.65869299904,2436.0202187042055
95,Pending,5,10578.612687006107,1607.1187379022826
95,Overdue,5,11828.84703158418,2143.6829751864825
99,Paid,26,53754.9572339522,2629.742479865513
99,Pending,2,4452.1530206669395,3149.436809647053
99,Overdue,2,5365.838661000382,3079.739145550804
99,Unknown,1,2239.401509941697,1920.2750635459047
100,Paid,33,100954.3696781767,1980.791530399403
100,Pending,3,7342.000317209136,2100.109621501661
100,Overdue,1,3069.7235912522156,2414.5779332092484
100,Unknown,2,5630.604453161477,3354.2389043592875
104,Paid,43,119844.76143488407,3516.222963409374
104,Pending,4,10662.09507886543,2458.4208127600295
104,Unknown,1,2797.1099132160484,2244.7029399517833
108,Paid,30,74195.03203499384,2514.810568096433
108,Pending,3,7762.544158713043,3489.159968212011
108,Overdue,3,7590.529839968451,2722.875596689526
108,Unknown,2,4631.7104117323715,2611.509218481985
111,Paid,29,49966.17259006752,2916.6951279693667
111,Pending,1,3551.4497084923637,2216.6801783414735
111,Overdue,3,8313.480882475997,2623.6590804829984
111,Unknown,5,15679.251062609184,2984.114395486868
117,Paid,35,55606.746310578856,2693.4345375712005
117,Pending,2,5410.233780996089,2753.3117474501823
117,Overdue,4,8375.149798873357,2392.296542941442
119,Paid,40,105717.54706524168,2102.339360212977
119,Pending,2,4007.449512359549,2873.9618245172765
127,Paid,26,45582.430218734895,3254.6202139022503
127,Pending,2,6372.962427630426,2141.6813306268286
127,Overdue,2,5766.613553469376,2566.9009937855985
127,Unknown,2,4357.797702723042,2839.557748613741
129,Paid,43,103696.84039936827,2520.883267912435
129,Pending,2,4210.340515785854,2251.307188888138
129,Overdue,2,6966.677729869216,2970.70083647191
131,Paid,35,68119.39603376512,2341.785455337895
131,Pending,5,11979.487163756867,2201.564424445127
131,Overdue,2,3853.7491226410857,2983.4349910556634
131,Unknown,1,3282.3646852033758,1883.9663352431016
133,Paid,37,147306.17798541996,2738.5482691462357
133,Pending,1,2549.3870803264713,2554.240262319487
133,Overdue,2,4148.071780438866,2975.1805134717456
133,Unknown,4,7520.589584089842,2581.775703167955
136,Paid,40,92001.3888921521,2803.156098358399
136,Pending,1,3364.046436605896,1577.4496160204021
136,Overdue,2,3371.844321723699,2737.5528791494626
136,Unknown,3,7190.501282056984,2299.898104126728
138,Paid,45,143430.43465980957,2697.0960924076376
138,Pending,2,4902.776089524151,2947.0843061323626
138,Overdue,4,11303.136448045387,3063.3423923198866
138,Unknown,2,6439.944231523539,2775.3996516984917
161,Paid,44,132263.77181051535,2758.3067437133027
161,Pending,1,2408.504311978044,2754.955406597705
161,Unknown,1,1843.8843788015588,3194.5073583194503
166,Paid,29,80511.29333063107,2343.3415128768384
166,Pending,2,4833.4419236512795,1481.0008183903308
166,Overdue,2,5531.318901968504,2967.5932513159796
166,Unknown,1,2716.5304777433375,2379.025677023362
167,Paid,36,72484.94435047702,2904.9728411563656
167,Pending,4,8787.829106318748,1891.696807415884
167,Overdue,3,7207.936580681795,2345.6712863435037
167,Unknown,1,2424.233426353714,2907.4465298374034
170,Paid,41,90743.36871782129,3175.147975283259
170,Pending,1,3224.298998352525,2235.283458556274
170,Overdue,1,3101.642949952528,3062.0567109050944
170,Unknown,4,12253.0552005906,1862.2457737199106
192,Paid,40,94605.31704715607,1903.6659919081299
192,Pending,1,3666.8455003948047,1702.9473409361394
192,Overdue,2,6747.932482928763,3751.011478406852
192,Unknown,2,5792.576636248995,2400.7755087495448
194,Paid,33,70844.03822327271,2211.0381875922017
194,Pending,1,1526.3481328869002,2020.2931441994892
194,Overdue,1,2552.7738073097407,1576.7730873659734
194,Unknown,7,17349.94487339535,3164.022786195128
195,Paid,21,52213.85529896218,2290.7990100703873
195,Pending,1,2432.3411284493086,2554.7490796043926
195,Unknown,1,1557.0879315378288,1930.7236325034273
200,Paid,35,102044.2196566014,2313.780878354869
200,Pending,2,4854.455195232259,2577.730386261337
200,Overdue,1,2447.0901566163598,2331.8771950742616
200,Unknown,1,2402.973868209798,3038.883734648949
201,Paid,37,48775.226664221525,2503.6878959484866
201,Pending,1,2220.277045044768,3051.9985046516604
201,Overdue,1,2437.8695486806446,2296.9659562971365
201,Unknown,2,4289.506495420262,2869.021094079486
205,Paid,37,92494.76938839298,3140.0764821002067
205,Pending,2,6171.576560280675,2797.091348018609
205,Overdue,2,5402.15055884525,2769.5362279002825
205,Unknown,2,5690.487601217265,1737.12161805821
206,Paid,31,48227.898700271384,1820.3522270776966
206,Pending,2,4724.401585835806,1742.1646020849175
206,Overdue,1,1825.3489657706282,3295.3423925208203
206,Unknown,4,10687.456820017056,2301.956757562801
207,Paid,32,68193.57025644672,2940.1177321732503
207,Pending,3,8489.753607768187,2232.94659906575
207,Overdue,2,4804.368874069632,2771.531189584771
207,Unknown,1,2162.3475759497123,2411.94084065964
218,Paid,30,88613.35095378985,2890.132690794236
218,Pending,1,2405.4851843616007,2180.821131215329
218,Overdue,7,26725.692504726325,2643.1587027172372
220,Paid,35,72038.36577749632,2365.308547352528
220,Overdue,2,6074.317025454349,2311.6132568057824
220,Unknown,3,10105.353870150542,3442.0586323397715
225,Paid,27,76137.6092463508,2796.8066781701373
225,Pending,1,1660.8257921136878,3388.0460819866403
225,Overdue,1,3381.1196888605105,3100.9363515425694
225,Unknown,3,9936.96217481424,2426.8649736867014
226,Paid,28,63474.483326060945,2607.56928598155
226,Pending,2,6378.839489637171,2576.8833753743424
226,Overdue,6,12506.670444723879,2829.024910408605
226,Unknown,2,4914.892375546369,2394.596440187262
235,Paid,43,92785.15669415816,2858.7943861336385
235,Pending,4,11351.883329090504,3041.41603359866
235,Overdue,3,6738.258896950296,2286.7297676118333
235,Unknown,2,6030.5051570283795,2284.3359107512565
238,Paid,34,79510.22985246404,1985.5586971197986
238,Pending,4,12208.047194613468,2704.99130778707
238,Overdue,4,12632.991382381295,2917.3521699665916
238,Unknown,2,5342.4166319588785,2434.1538068238347
253,Paid,31,70261.21539685222,2314.4995297217665
253,Pending,2,4975.4163628168735,2418.824933982656
253,Overdue,1,3411.353681958436,2556.415510542564
253,Unknown,3,8489.628347403075,2597.6488335671397
254,Paid,29,71499.08608561242,2268.6554489093205
254,Pending,3,6124.124805638535,3087.0048853001003
254,Overdue,2,5120.561077645297,2305.184568049361
254,Unknown,1,3067.5610833297064,2810.9498384382923
256,Paid,45,83082.93773525236,2892.7386330046315
256,Pending,4,6674.693773963478,1996.927147051391
256,Overdue,2,5305.4734052345175,2422.1458722290527
259,Paid,44,125692.62471553277,2135.8081054172376
259,Overdue,2,4501.241488604158,3135.077180850556
259,Unknown,4,9982.314384291909,3335.070990105385
264,Paid,28,90876.3724622656,3395.9882541294946
264,Pending,3,7443.34621364404,3066.7231509582116
264,Overdue,2,5861.637405573771,3631.991232649262
264,Unknown,4,10744.353138706458,2307.104074089898
270,Paid,27,92769.00114294337,2322.6085291107947
270,Pending,2,4807.236505112077,2339.030601150341
270,Overdue,3,9512.677516311334,2756.9930899687743
270,Unknown,2,4256.564188960307,1698.079350357862
272,Paid,26,70249.19801470322,3474.377658652579
272,Unknown,2,5485.015200939803,2733.1344450618176
273,Paid,37,83999.06213418033,2141.0673203752394
273,Pending,1,1545.6780890195932,2078.927320528537
273,Overdue,4,8490.475105859445,3049.7173096420693
273,Unknown,2,5651.714069039073,2734.03372269186
282,Paid,27,95041.02800008321,2800.8420020098347
282,Pending,1,3162.0358415852897,2369.0592864302157
282,Overdue,4,11522.38246518198,3047.3235488702867
282,Unknown,1,2123.088870796696,2205.8239036439727
284,Paid,45,103168.19659024035,2004.1832543848348
284,Pending,4,8920.626472821332,2265.5098188255124
284,Overdue,1,1892.3277717116566,3331.9141873971826
284,Unknown,3,8313.839754446768,2515.4986250649317
290,Paid,24,57870.723659669035,3224.959225522772
290,Pending,3,7973.073164323801,3045.925029667755
290,Overdue,1,3676.566564998436,1673.5556630761575
290,Unknown,1,2301.214548877465,2590.4419971254524
293,Paid,38,94495.32820125595,3307.4952929408255
293,Pending,3,6726.506095026172,1938.0141023675592
293,Overdue,2,3518.804450641932,2097.2851925602727
293,Unknown,2,5508.49606540713,2886.604261653969
304,Paid,31,68759.01498451368,2797.8961174785677
304,Overdue,1,2208.6280512135722,2525.673142977256
304,Unknown,1,2019.2471252738628,3217.062229011287
305,Paid,35,109696.52385200119,3704.718435706606
305,Pending,1,3796.831063828039,3019.8350265523013
305,Overdue,3,8487.297595262637,2499.9537759495615
305,Unknown,3,6899.624322241407,2671.7816879084103
318,Paid,23,60452.57312474552,1922.8930441484758
318,Pending,1,1953.8882189940314,2286.2433896914395
318,Overdue,1,2552.319681961055,3083.884556269145
318,Unknown,2,4698.380447212623,2870.6047729198835
321,Paid,42,88307.44741314046,2864.5031599175113
321,Pending,2,6857.178486148508,2682.342747771216
321,Overdue,1,3136.0262394159154,2728.3353495432184
321,Unknown,1,2650.603909537629,3058.1000143978663
331,Paid,39,104002.76975629374,3149.7135581374814
331,Pending,2,5595.148869671369,2107.5057564707627
331,Unknown,1,2470.737215783974,2275.7481348659576
335,Paid,40,104439.1757207144,2414.6876446789815
335,Pending,3,7491.805035722395,2909.321719193273
335,Overdue,2,4462.210888469008,2275.8743728583454
335,Unknown,2,6195.531347678132,2476.10879195518
337,Paid,41,94169.32023502968,1795.9379855116622
337,Pending,4,13093.67308633537,2229.058678431202
337,Overdue,3,8900.170923857655,2488.919733870355
337,Unknown,2,5798.96544577866,2408.4834106458256
340,Paid,47,148964.45298265642,2675.0778407285684
340,Pending,2,3809.445611584212,2455.7750395684384
340,Overdue,3,8663.340880241345,2899.611185107987
340,Unknown,3,6959.00878914137,2348.471979350587
343,Paid,44,108166.22638844946,2037.510767533361
343,Pending,4,7784.785894747918,3133.1515902726114
343,Overdue,1,2188.431212012542,1984.039785005973
343,Unknown,2,5020.155382514193,2126.435951581931
345,Paid,27,96260.79735447805,1693.879977282986
345,Pending,2,5353.10945126488,2135.3394737598337
345,Overdue,1,2703.581061844079,2072.1816044434577
345,Unknown,1,2895.1437170250615,2303.569221874967
348,Paid,27,83922.43458891781,1580.159678736958
348,Pending,2,5491.88592416536,3683.213778496796
348,Overdue,1,2541.341728739975,2728.884497603968
348,Unknown,1,3113.9683299802155,2301.4577337366527
349,Paid,40,88911.29888187208,2185.10393754754
349,Overdue,2,5328.409777676062,2725.46438482544
349,Unknown,2,6043.135831292696,3082.6797745943254
358,Paid,42,112666.8323597117,3029.6051625194905
358,Pending,2,2940.6708944801717,2107.550524976032
358,Overdue,1,3012.5183365980865,2701.0893916464634
361,Paid,33,64140.77219641995,3093.724892436351
361,Pending,4,10648.534620541783,2549.0795364789665
361,Overdue,4,9683.545460252775,2769.1971080329054
361,Unknown,2,5664.695927061708,2371.9743024397094
374,Paid,25,56742.680468014805,2763.346556799892
374,Pending,5,13763.177152845197,3785.839991293166
374,Overdue,1,2808.212391540012,3357.573028570143
374,Unknown,2,7508.556875603132,2548.2355407416817
379,Paid,30,75267.05492844788,2106.4533380706275
379,Overdue,3,10170.245968215775,3662.416017777172
379,Unknown,1,3402.655380979776,2927.494389677244
384,Paid,34,102469.64208821335,3230.614553448303
384,Pending,3,10444.59713624223,3509.206115018719
384,Overdue,3,4815.22180081051,3342.124117055032
386,Paid,43,117292.73199393474,2788.5058477430125
386,Pending,1,2802.5539305592692,2208.0149534149054
386,Overdue,2,6099.017749278315,2920.7553599885773
386,Unknown,6,14402.036027372518,3010.547636642103
387,Paid,23,46452.43389630967,2749.6027212773733
387,Pending,3,6255.946877062467,3420.347970871313
387,Overdue,3,6726.424314646842,1867.786962810672
396,Paid,33,60201.09629528145,2315.926427997393
396,Pending,1,2723.0222128207147,1861.6506981685884
396,Overdue,2,4674.955393633291,2561.8362459238647
397,Paid,37,85131.57496180525,2431.1178954247907
397,Overdue,2,3961.9813303126393,3325.3298883816533
397,Unknown,5,16758.406883354066,3575.49680645032
399,Paid,46,116401.55963309392,1162.1381010371185
399,Pending,3,6424.0973556982435,2339.554840102091
399,Overdue,2,5218.78681076173,2591.183771674964
399,Unknown,1,2199.135074109579,2183.230260914126
400,Paid,29,76013.54350300124,2374.275245044245
400,Pending,2,6359.760625859272,2975.957407734859
400,Overdue,2,4386.3753213109785,2162.000334537096
400,Unknown,2,4547.674736598274,2834.513218684243
408,Paid,37,62721.348768490425,2168.207586227558
408,Overdue,2,6216.266894552193,3305.208646504428
408,Unknown,1,2420.049265322718,2520.1970948446483
414,Paid,27,80996.64233865123,2400.6363885294895
414,Pending,5,16943.957106985952,2923.43927846117
414,Unknown,1,2368.186077949169,2610.2000240121847
415,Paid,31,85342.11670794242,2447.1696068875644
415,Pending,4,8622.373363199782,2869.577161004646
415,Overdue,2,5764.237183387751,2118.860064887159
415,Unknown,1,1424.3065352475462,3379.4575229111397
417,Paid,34,106802.845404582,2657.8122410460537
417,Pending,2,4662.876271372198,2682.6653098659813
417,Overdue,4,11869.625640827246,3304.5210273509847
417,Unknown,1,2894.1454112432157,3448.166768393677
418,Paid,39,76644.38932983844,1323.623906796493
418,Pending,1,2840.162909843322,2846.1361263625568
418,Overdue,2,5544.672706425291,2797.4104484318987
418,Unknown,1,2348.4603880172726,3058.375981417561
420,Paid,29,77822.59152828492,1439.5040917367471
420,Pending,2,4125.656654974958,3221.9761189053575
420,Overdue,2,4797.122120802885,1742.17321119018
420,Unknown,2,5549.021242388626,2118.4126426710504
421,Paid,39,120360.17743760727,2677.3804300261813
421,Overdue,1,2608.6791007034917,2760.2571113174527
422,Paid,32,54462.749470880575,2676.599391553225
422,Overdue,3,5432.368283310787,2647.332202932453
422,Unknown,1,1976.4690651163355,1910.8869616436523
426,Paid,25,53818.24387951699,2848.8642150405085
426,Pending,1,2772.122856694132,2519.753127703135
426,Overdue,1,1870.784883405356,2417.0448781188484
426,Unknown,4,11935.821330933102,1241.3229586589705
427,Paid,38,112782.84809671863,2857.6109002930925
427,Pending,3,7898.92848986287,1327.3684142805987
427,Overdue,2,4195.257610206027,2564.9435753637767
427,Unknown,4,9448.824737218763,1679.9300546626687
437,Paid,36,97524.36130305401,2581.9001251851732
437,Pending,1,1987.543574719757,3140.2313188768385
437,Overdue,4,12088.42509342746,2178.48344905607
437,Unknown,1,2219.921540460798,2524.254295690633
442,Paid,30,78899.91904620118,2425.145179773796
442,Overdue,3,4215.886286962794,2049.706139188104
442,Unknown,2,4377.175155720253,2773.552868910239
449,Paid,42,104186.02692761376,1922.50990149024
449,Pending,2,6608.112903711719,2010.3635351121175
449,Overdue,3,8898.395631478037,1838.6249718057502
449,Unknown,3,8451.099714838005,2448.552327527062
450,Paid,41,105408.2479264823,2217.4480346777214
450,Pending,3,6647.985647392749,2520.9060021238156
450,Overdue,3,6420.3855734069,3083.243280750459
450,Unknown,1,2884.266080817128,2678.8467096861104
457,Paid,28,73374.75125976813,2417.3098994110214
457,Pending,2,5566.190729782273,2921.9799348214224
457,Overdue,2,4031.728552477449,2493.8562878713224
457,Unknown,4,10996.032195650143,2092.185684223735
458,Paid,29,46176.62616418961,3478.8381473640384
458,Overdue,3,5641.047772149998,2536.8770329497147
458,Unknown,1,3233.846947055827,2943.206793129605
459,Paid,47,102603.79085188218,2072.753531738028
459,Pending,1,2336.5037387669213,2422.148576484701
459,Overdue,2,5216.340710756145,2409.684595829247
459,Unknown,2,4894.716772530382,2829.795189431017
460,Paid,32,43736.77322780722,2464.2787447064875
460,Pending,3,7967.364949193889,1186.4251348499276
460,Overdue,1,1506.5136981194235,2805.2836962477268
460,Unknown,2,3634.2234513465423,2867.08588476289
463,Paid,33,53613.098843271546,1914.9249302525445
463,Pending,1,1862.1898133150844,2816.189456910051
463,Overdue,3,8195.045512209907,3099.701308237518
463,Unknown,6,16372.875834959777,1678.4483907872268
468,Paid,30,49216.44250583812,3575.188737238101
468,Overdue,5,9360.49757616459,3095.6257242198526
468,Unknown,1,2077.0056418405493,2394.288270443254
480,Paid,39,136346.60491488245,2964.823732330024
480,Pending,1,2555.2664397031936,2214.9395875874357
480,Overdue,3,5798.198572872728,1591.954455028577
480,Unknown,2,4598.850704447082,2801.503458286088
483,Paid,39,91343.98615968191,2657.709649179979
483,Pending,1,2323.2819859382735,2671.6387105139274
483,Overdue,7,6950.819559885491,2880.1711711943767
483,Unknown,3,8393.70176504643,2335.41084794272
485,Paid,40,110164.329812266,2042.3251071553186
485,Pending,7,15310.396993618935,2065.716476945807
485,Overdue,1,2880.9052117404135,2503.2319037141892
495,Paid,36,93100.97982591254,2622.9357187357464
495,Pending,3,5713.625609941362,2804.425175629993
495,Overdue,3,8565.160938141722,1742.1327220178564
495,Unknown,1,1840.1834794647752,2058.1339084555725
498,Paid,46,148806.9880743288,3110.6870243305634
498,Pending,3,4786.08982465292,1036.5336482636055
498,Unknown,1,1935.556061517123,1769.9650542224886
499,Paid,33,79203.31550042365,2732.5973505029797
499,Pending,5,15599.123606321846,3078.4663749217125
499,Overdue,1,2130.5901176010425,2166.127956718652
499,Unknown,2,3288.6773328897957,2812.448132416957
500,Paid,39,64915.72885236363,2176.4464180376303
500,Pending,2,5425.2447673950455,1589.3602454911947
500,Overdue,3,8418.574011531644,2892.8775084460776
500,Unknown,2,5319.421672716948,3200.252560902034
501,Paid,39,124095.1798865797,3034.608859939997
501,Pending,2,6365.380912556199,2609.2961889132575
501,Overdue,2,5551.795263851683,3034.8538193486224
501,Unknown,2,3140.9993203559334,3004.5209479935106
514,Paid,27,66783.50225961067,2348.6240430718
514,Pending,2,4683.751037294085,3562.938550925345
514,Overdue,3,7175.672147226307,3227.414365194836
514,Unknown,5,13059.50706218917,2898.702483276617
520,Paid,40,77516.42943993086,2200.3845088568028
520,Pending,2,4083.468983131286,3060.678272208557
520,Overdue,1,1771.7871535812333,1729.210170220142
526,Paid,37,94943.86527178684,2108.62937823235
526,Pending,3,4835.2276617205025,3347.031194347173
526,Overdue,3,8139.195753069699,2995.527175452838
526,Unknown,1,2250.563619713144,2826.562778813539
527,Paid,35,125819.28343094357,2155.157497566902
527,Pending,1,2533.3401636825383,2445.7883171779013
527,Unknown,2,5785.297415317273,3087.675662411923
538,Paid,27,42745.182092729156,2763.0350271929024
538,Pending,1,2608.2817536659713,2389.364197176358
538,Overdue,3,7314.9813569330145,2785.8237343659744
538,Unknown,4,12486.054788393903,2391.681456627708
544,Paid,33,92459.96544048046,2469.2163575019235
544,Pending,3,9135.596759535065,2558.352849940461
544,Overdue,2,5469.512456396713,2675.8849028173872
544,Unknown,3,6449.990362157521,2641.921162009792
547,Paid,31,54985.33475655661,3185.505511861649
547,Pending,4,7849.161079586935,2879.853590417497
547,Overdue,1,2357.1103724336303,2721.4802004747357
547,Unknown,1,3212.2226910043064,2458.5231464777703
562,Paid,34,102553.56442266544,3071.7395641824974
562,Pending,1,2182.220620834209,2053.8135735367096
562,Unknown,2,4084.213278836162,2221.118649079907
567,Paid,28,41394.701563892755,2886.4033219159273
567,Pending,1,2804.0566227065833,1636.4512300943047
567,Overdue,3,7170.970752776713,2378.294592061992
567,Unknown,2,5281.11046186629,2369.9766001397707
568,Paid,32,86295.01692444945,2827.9442290393017
568,Pending,1,2286.9548698714366,1489.8219348906111
568,Unknown,2,5005.077006149133,1772.6732873507415
577,Paid,34,103645.08480557533,3239.2968293051067
577,Pending,1,1421.675593184914,2689.857850619115
577,Overdue,3,7842.405974746478,2845.7893706971754
577,Unknown,2,5301.656338590809,2434.6800214449045
584,Paid,32,99104.2038548657,2574.6957329819375
584,Pending,2,3748.099863827515,1872.065487820735
584,Overdue,3,6673.041288641916,3650.318169163484
584,Unknown,1,2211.297594389599,3567.9236015998504
585,Paid,46,113522.3521011343,1666.2164843609357
585,Pending,4,11236.09744828323,2074.5398183980788
585,Unknown,1,2675.911634003564,2170.818137956331
589,Paid,38,113109.69177985202,2524.972770543987
589,Pending,4,10981.521952690415,2119.593838294854
589,Overdue,2,4402.951331829252,2797.8248683541933
589,Unknown,4,11038.298363818918,2471.7370217722205
593,Paid,30,81539.90793021135,2757.0335123065665
593,Pending,2,7537.777218652582,2187.398187509509
593,Unknown,1,2621.4712594991483,2224.5033038587744
600,Paid,36,95666.5266694292,3736.1335076272476
600,Pending,1,2623.595439989947,2564.947232548323
600,Overdue,2,5302.087229808027,2018.0563267049865
600,Unknown,1,2579.9216108938954,2593.7196227245067
601,Paid,35,90724.87449300685,2654.0352059202664
601,Pending,2,3822.038644480622,2790.000046215252
601,Unknown,1,2557.7118245964866,3370.6915964682603
608,Paid,26,78306.31838294782,2595.989159789186
608,Pending,1,2937.00378081327,2796.8194597088827
608,Overdue,3,9184.472043661024,1947.8802759250439
608,Unknown,1,2485.4432565201714,2699.4196541976753
610,Paid,50,152108.62425275904,3130.1746648490634
610,Overdue,2,4845.3210807918285,2142.3322235559763
610,Unknown,3,7431.408874771637,2394.841426507132
611,Paid,32,33168.99020798905,2821.045279121215
611,Pending,3,11868.832241427674,2918.586851269041
611,Overdue,1,2272.6665953810843,3393.6738433653613
611,Unknown,5,12138.640490002286,1965.1927366502464
612,Paid,26,73810.30895947198,2592.7432530125643
612,Pending,2,5333.515050829635,2361.4635074776834
612,Overdue,2,5492.181677720881,2562.1849136296723
612,Unknown,2,5733.857851213824,1978.1688688166705
618,Paid,42,118358.45918031815,3586.8188002584347
618,Pending,1,1734.992073585841,2534.9777820871946
618,Overdue,2,4165.662486328889,3162.83857789153
624,Paid,41,126167.1818292028,1897.8331233287686
624,Pending,4,13868.164172773804,2637.465958756368
624,Overdue,1,3205.0868658550758,2422.8719621463074
624,Unknown,2,6151.995232202212,2945.886303447111
637,Paid,51,131685.13389005553,2133.625859357809
637,Pending,2,2676.9370607579663,2667.386568286474
637,Overdue,6,19048.416403657167,1749.3169375430437
637,Unknown,1,2767.342652488437,4072.9108871158314
642,Paid,42,101260.86033410123,2045.3885519743963
642,Pending,2,4500.026255825147,2770.593784943591
642,Overdue,5,13502.917810508397,2306.387944762193
642,Unknown,4,14649.816266184504,1934.5663585449252
652,Paid,40,102165.68722119833,3124.4636002438483
652,Pending,1,2457.189970332289,2318.0832940418854
652,Overdue,2,3635.412678552454,2507.5049646978155
652,Unknown,2,4776.520077319006,3151.96189411624
654,Paid,28,54673.448720914275,3466.733813568169
654,Pending,1,2283.467658818059,2883.3871817439717
654,Unknown,6,11612.085988710287,3179.687084364761
656,Paid,29,72627.18371056012,2413.86985522323
656,Pending,1,1527.9383542646258,2126.150639872955
656,Overdue,1,2931.117449993807,2917.0005129860674
656,Unknown,5,10698.820246519921,2606.2088046663403
660,Paid,34,100303.86413387749,1805.9089000566842
660,Pending,1,2384.0146329163586,2164.438056438588
660,Overdue,2,4440.9096569360845,3378.457488977437
660,Unknown,2,5125.480670262005,2792.5501145792614
669,Paid,39,82875.78827932535,2670.5830994839653
669,Pending,1,3102.404905015005,2635.1159720338437
669,Overdue,1,2156.9322996667092,2147.3907459496954
669,Unknown,5,10559.436960679232,2618.6826532273676
673,Paid,32,72780.57013071032,2620.3571384580127
673,Pending,2,3976.4273657868052,3231.971611659019
673,Overdue,2,3445.71158728073,2227.1161339306063
673,Unknown,2,4034.680800139063,1579.354624927411
682,Paid,34,86383.88181207092,2539.9804813806404
682,Pending,6,12992.725231297278,2515.6539771551224
682,Overdue,2,5023.868875329539,2248.8063304585517
688,Paid,33,67924.10321347133,2277.1449635541785
